title,date,contributors,slug,images,videos,proteins,products,topics,regions,flags,directory,description,body,ID,image_caption,link,resource_type
"How the global supply landscape for meat protein will evolve",2019-11-13T03:09:53-0500,,/research/how-global-supply-landscape-meat-protein-will-evolve,https://www.proteinreport.org/sites/default/files/2019-11/How-the-global-supply-landscape-1536x1536-700.jpg,,Animal,Meat,Business,International,,,"Changes in global meat consumption will be driven by local growth patterns. But opportunities still abound for companies that master the tools to understand the market’s shifting dynamics. The past ten years have seen unprecedented growth in protein demand across the&nbsp;globe.","<p>Changes in global meat consumption will be driven by local growth patterns. But opportunities still abound for companies that master the tools to understand the market’s shifting dynamics. The past ten years have seen unprecedented growth in protein demand across the&nbsp;globe.</p>",550,"cow silhouette",https://www.mckinsey.com/industries/agriculture/our-insights/how-the-global-supply-landscape-for-meat-protein-will-evolve,"Industry Report"
"Rationalizing meat consumption: The 4Ns",2019-11-09T11:17:42-0500,,/research/rationalizing-meat-consumption-4ns,,,,,,,,,"Recent theorizing suggests that the 4Ns – that is, the belief that eating meat is natural, normal, necessary, and nice – are common rationalizations people use to defend their choice of eating meat. However, such theorizing has yet to be subjected to empirical testing. Six studies were conducted on the 4Ns. Studies 1a and 1b demonstrated that the 4N classification captures the vast majority (83%–91%) of justifications people naturally offer in defense of eating meat.","<p>Recent theorizing suggests that the 4Ns – that is, the belief that eating meat is <em>natural</em>, <em>normal</em>, <em>necessary</em>, and <em>nice –</em> are common rationalizations people use to defend their choice of eating meat. However, such theorizing has yet to be subjected to empirical testing. Six studies were conducted on the 4Ns. Studies 1a and 1b demonstrated that the 4N classification captures the vast majority (83%–91%) of justifications people naturally offer in defense of eating meat. In Study 2, individuals who endorsed the 4Ns tended also to objectify (dementalize) animals and included fewer animals in their circle of moral concern, and this was true independent of social dominance orientation. Subsequent studies (Studies 3–5) showed that individuals who endorsed the 4Ns tend not to be motivated by ethical concerns when making food choices, are less involved in animal-welfare advocacy, less driven to restrict animal products from their diet, less proud of their animal-product decisions, tend to endorse Speciesist attitudes, tend to consume meat and animal products more frequently, and are highly committed to eating meat. Furthermore, omnivores who strongly endorsed the 4Ns tended to experience less guilt about their animal-product decisions, highlighting the guilt-alleviating function of the 4Ns.</p>",524,,https://www.sciencedirect.com/science/article/abs/pii/S0195666315001518?via%3Dihub=,"Academic Research"
"Bringing cultured meat to market: Technical, socio-political, and regulatory challenges in cellular agriculture",2019-11-09T11:16:32-0500,,/research/bringing-cultured-meat-market-technical-socio-political-and-regulatory-challenges-cellular,,,,,,,,,"Background: Cultured meat forms part of the emerging field of cellular agriculture. Still an early stage field it seeks to deliver products traditionally made through livestock rearing in novel forms that require no, or significantly reduced, animal involvement. Key examples include cultured meat, milk, egg white and leather. Here, we focus upon cultured meat and its technical, socio-political and regulatory challenges and opportunities. Scope and approach: The paper reports the thinking of an interdisciplinary team, all of whom have been active in the field for a number of years.","<p>Background: Cultured meat forms part of the emerging field of cellular agriculture. Still an early stage field it seeks to deliver products traditionally made through livestock rearing in novel forms that require no, or significantly reduced, animal involvement. Key examples include cultured meat, milk, egg white and leather. Here, we focus upon cultured meat and its technical, socio-political and regulatory challenges and opportunities. Scope and approach: The paper reports the thinking of an interdisciplinary team, all of whom have been active in the field for a number of years. It draws heavily upon the published literature, as well as our own professional experience. This includes ongoing laboratory work to produce cultured meat and over seventy interviews with experts in the area conducted in the social science work. Key findings and conclusions: Cultured meat is a promising, but early stage, technology with key technical challenges including cell source, culture media, mimicking the in-vivo myogenesis environment, animal-derived and synthetic materials, and bioprocessing for commercial-scale production. Analysis of the social context has too readily been reduced to ethics and consumer acceptance, and whilst these are key issues, the importance of the political and institutional forms a cultured meat industry might take must also be recognised, and how ambiguities shape any emergent regulatory system.</p>",523,,https://www.mendeley.com/catalogue/bringing-cultured-meat-market-technical-sociopolitical-regulatory-challenges-cellular-agriculture/,"Academic Research"
"Reducing meat consumption: the case for social marketing",2019-11-09T11:14:24-0500,,/research/reducing-meat-consumption-case-social-marketing,,,,,,,,,"Purpose: The purpose of this paper is to explore reasons behind meat consumption. It aims to find out what motivates meat consumers and explore the opportunities of social marketing to counteract negative environmental and health trends. Design/methodology/approach: An exploratory Australian survey of Sydney consumer red meat choices is used covering dietary preferences, meat eating patterns, reasons and levels of concern for economic and environmental issues. Analysis of dietary guidelines and marketing campaigns in relation to the survey findings is conducted.","<p>Purpose: The purpose of this paper is to explore reasons behind meat consumption. It aims to find out what motivates meat consumers and explore the opportunities of social marketing to counteract negative environmental and health trends. Design/methodology/approach: An exploratory Australian survey of Sydney consumer red meat choices is used covering dietary preferences, meat eating patterns, reasons and levels of concern for economic and environmental issues. Analysis of dietary guidelines and marketing campaigns in relation to the survey findings is conducted. Findings: The survey highlights: lack of awareness about the link between meat consumption and environmental well-being; widespread inaccuracy of health messages related to meat consumption; influence of the meat industry in promoting excessive meat consumption; pervasiveness of the link between red meat consumption and national identity, social status, prestige and masculinity; and urgent need for government-supported social marketing interventions and the demarketing of meat. Originality/value: This is the first study to propose social marketing based on the health and environmental co-benefits of reduced red meat consumption.</p>",522,,https://www.emerald.com/insight/content/doi/10.1108/APJML-08-2016-0139/full/html,"Academic Research"
"Reducing meat consumption in developed and transition countries to counter climate change and biodiversity loss: a review of influence factors",2019-11-09T11:12:11-0500,,/research/reducing-meat-consumption-developed-and-transition-countries-counter-climate-change-and,,,,,,,,,"A dietary shift towards reduced meat consumption is an efficient strategy for countering biodiversity loss and climate change in regions (developed and transition countries) where consumption is already at a very high level or is rapidly expanding (such as China). Biodiversity is being degraded and lost to a considerable extent, with 70 % of the world’s deforestation a result of stripping in order to grow animal feed. Furthermore, about 14.5 % of the world’s anthropogenic greenhouse gas emissions (GHG) are calculated to be the result of (mainly industrial) livestock farming.","<p>A dietary shift towards reduced meat consumption is an efficient strategy for countering biodiversity loss and climate change in regions (developed and transition countries) where consumption is already at a very high level or is rapidly expanding (such as China). Biodiversity is being degraded and lost to a considerable extent, with 70 % of the world’s deforestation a result of stripping in order to grow animal feed. Furthermore, about 14.5 % of the world’s anthropogenic greenhouse gas emissions (GHG) are calculated to be the result of (mainly industrial) livestock farming. The research reviewed here focuses on the feasibility of reducing meat consumption in developed and transition countries, as this would—among other positive effects—reduce the global loss of biodiversity, the need for unsustainable agricultural practices and GHG emissions. This article reviews the barriers, opportunities and steps that need to be taken in order to encourage the consumption of less meat, based on an interdisciplinary and multifactor approach. The evidence is gathered from a systematic meta-analysis of factors (including personal, sociocultural and external factors) that influence individual meat-eating behaviour. The most relevant factors that influence behaviour appear to be emotions and cognitive dissonance (between knowledge, conflicting values and actual behaviour) and sociocultural factors (e.g. social norms or social identity). For different factors and groups of people, different strategies are appropriate. For example, for men and older people deploying the health argument or arguing for flexitarianism (reduced meat consumption) may prove the most promising approaches, while providing emotional messages or promoting new social norms is recommended in order to address barriers such as cognitive dissonance.</p>",521,,https://www.mendeley.com/catalogue/reducing-meat-consumption-developed-transition-countries-counter-climate-change-biodiversity-loss-re-1/,"Academic Research"
"Resolving the Meat-Paradox: A Motivational Account of Morally Troublesome Behavior and Its Maintenance",2019-11-09T11:09:08-0500,,/research/resolving-meat-paradox-motivational-account-morally-troublesome-behavior-and-its,,,,,,,,,"A majority of people the world over eat meat, yet many of these same people experience discomfort when the meat on their plate is linked to the death of animals. We draw on this common form of moral conflict—the meat-paradox—to develop insights into the ways in which morally troublesome behaviors vanish into the commonplace and every day. Drawing on a motivational analysis, we show how societies may be shaped by attempts to resolve dissonance, in turn protecting their citizens from discomfort associated with their own moral conflicts.","<p>A majority of people the world over eat meat, yet many of these same people experience discomfort when the meat on their plate is linked to the death of animals. We draw on this common form of moral conflict—the meat-paradox—to develop insights into the ways in which morally troublesome behaviors vanish into the commonplace and every day. Drawing on a motivational analysis, we show how societies may be shaped by attempts to resolve dissonance, in turn protecting their citizens from discomfort associated with their own moral conflicts. To achieve this, we build links between dissonance reduction, habit formation, social influence, and the emergence of social norms and detail how our analysis has implications for understanding immoral behavior and motivations underpinning dehumanization and objectification. Finally, we draw from our motivational analysis to advance new insights into the origins of prejudice and pathways through which prejudice can be maintained and resolved.</p>",520,,https://journals.sagepub.com/doi/10.1177/1088868316647562,"Academic Research"
"Consumers’ perceived barriers to following a plant-based diet",2019-11-09T11:05:46-0500,,/research/consumers-perceived-barriers-following-plant-based-diet,,,,,,,,,"Purpose – The purpose of this paper is to analyze the barriers perceived by consumers to lowering their meat consumption levels and adopting a plant-based diet, which means a diet that includes mainly non-meat foods, yet it can contain both vegetarian and meat meals. Design/methodology/approach – The prevalence of different barriers for following a plant-based diet is addressed, as well as consumer profiles considering socio-demographics, values and meat consumption frequencies.","<p>Purpose – The purpose of this paper is to analyze the barriers perceived by consumers to lowering their meat consumption levels and adopting a plant-based diet, which means a diet that includes mainly non-meat foods, yet it can contain both vegetarian and meat meals. Design/methodology/approach – The prevalence of different barriers for following a plant-based diet is addressed, as well as consumer profiles considering socio-demographics, values and meat consumption frequencies. The data were collected in 2010 by a survey questionnaire, sent to 4,000 randomly selected Finns (response rate=47.3, n=1,890). Findings – Different types of barriers are perceived to hinder the adoption of a plant-based diet, including meat enjoyment, eating routines, health conceptions and difficulties in preparing vegetarian foods. These barriers are strongly correlated, indicating that consumers may not make qualitative difference between different barriers. Furthermore, there are distinct socio-demographic, value and especially meat consumption frequency elements that strengthen the barrier perception, these being male gender, young age, rural residence, household type of families with children, low education, absence of a vegetarian family member or friend, valuation of traditions and wealth and high meat consumption frequency. Social implications – High meat consumption is related to many environmental and public health problems. The results call for multifaceted policy implications that should concentrate on different barriers and certain socio-demographic, value and meat eating groups. Importantly, focus should be not only on the group with the strongest barrier perception but also on those particularly willing to make changes in their meat consumption patterns. One practical implication could be to increase the availability of vegetarian foods in public cafeterias or school canteens, as a decrease in meat consumption frequency is strongly correlated with the alleviation of the barrier perception. Originality/value – Information about differences in socio-demographics, values and meat consumption frequencies between consumers provide opportunities for focussing policy actions to aid the adoption of a plant-based diet.</p>",519,,https://www.emerald.com/insight/content/doi/10.1108/BFJ-09-2013-0252/full/html,"Academic Research"
"The humanity of what we eat: Conceptions of human uniqueness among vegetarians and omnivores",2019-11-09T11:01:57-0500,,/research/humanity-what-we-eat-conceptions-human-uniqueness-among-vegetarians-and-omnivores,,,,,,,,,"Studies on dehumanization demonstrated that denying certain human characteristics might serve as a strategy for moral disengagement. Meat consumption—especially in the times of cruel animal farming—is related to the exclusion of animals from the human scope of justice. In the present research, it was hypothesized that the conception of human uniqueness (denying animals certain psychological characteristics) might be a strategy of meat‐eaters’ moral disengagement.","<p>Studies on dehumanization demonstrated that denying certain human characteristics might serve as a strategy for moral disengagement. Meat consumption—especially in the times of cruel animal farming—is related to the exclusion of animals from the human scope of justice. In the present research, it was hypothesized that the conception of human uniqueness (denying animals certain psychological characteristics) might be a strategy of meat‐eaters’ moral disengagement. Three studies compared the extent to which vegetarians and omnivores attribute psychological characteristics to humans versus animals. In Study 1, vegetarian participants ascribed more secondary (uniquely human) emotions to animals than did the omnivores; however, there were no differences in primary (animalistic) emotions. Study 2 showed that omnivores distinguish human characteristics from animalistic ones more sharply than vegetarians do, while both groups do not differ in distinguishing human characteristics from mechanistic ones. Study 3 confirmed the results by showing that omnivores ascribed less secondary emotions to traditionally edible animals than to the non‐edible species, while vegetarians did not differentiate these animals. These results support the claim that the lay conceptions of ‘human uniqueness’ are strategies of moral disengagement.</p>",518,,https://onlinelibrary.wiley.com/doi/abs/10.1002/ejsp.766,"Academic Research"
"Why do right-wing adherents engage in more animal exploitation and meat consumption?",2019-11-09T11:00:18-0500,,/research/why-do-right-wing-adherents-engage-more-animal-exploitation-and-meat-consumption,,,,,,,,,"Despite the well-documented implications of right-wing ideological dispositions for human intergroup relations, surprisingly little is understood about the implications for human–animal relations. We investigate why right-wing ideologies – social dominance orientation (SDO) and right-wing authoritarianism (RWA) – positively predict attitudes toward animal exploitation and meat consumption.","<p>Despite the well-documented implications of right-wing ideological dispositions for human intergroup relations, surprisingly little is understood about the implications for human–animal relations. We investigate why right-wing ideologies – social dominance orientation (SDO) and right-wing authoritarianism (RWA) – positively predict attitudes toward animal exploitation and meat consumption. Two survey studies conducted in heterogeneous community samples (Study 1, <em>N</em> = 260; Study 2, <em>N</em> = 489) demonstrated that right-wing ideologies predict greater acceptance of animal exploitation and more meat consumption through two explaining mechanisms: (a) perceived threat from non-exploitive ideologies to the dominant carnist ideology (for both SDO and RWA) and (b) belief in human superiority over animals (for SDO). These findings hold after controlling for hedonistic pleasure from eating meat. Right-wing adherents do not simply consume more animals because they enjoy the taste of meat, but because doing so supports dominance ideologies and resistance to cultural change. Psychological parallels between human intergroup relations and human–animal relations are considered.</p>",517,,https://www.sciencedirect.com/science/article/abs/pii/S0191886914000944?via%3Dihub=,"Academic Research"
"In-vitro meat: A solution for problems of meat production and meat consumption?",2019-11-09T10:58:43-0500,,/research/vitro-meat-solution-problems-meat-production-and-meat-consumption,,,,,,,,,"In 2013, Mark Post and his colleagues at the University of Maastricht presented the first cultured meat (in-vitromeat) burger made from bovine stem cells. The technological innovation is intended to offer a possibility of reducing or even eliminating the negative effects of current meat production and meat consumption on humans, animals, and the environment. Large scale production, however, is not yet possible, and the question remains whether cultured meat will be able to keep what the developers promise.","<p>In 2013, Mark Post and his colleagues at the University of Maastricht presented the first cultured meat (in-vitromeat) burger made from bovine stem cells. The technological innovation is intended to offer a possibility of reducing or even eliminating the negative effects of current meat production and meat consumption on humans, animals, and the environment. Large scale production, however, is not yet possible, and the question remains whether cultured meat will be able to keep what the developers promise. The following article<sup>1</sup> deals with this question, addressing the results of expert and stakeholder interviews as well as participative processes that were carried out in a project at the Institut für Technikfolgenabschätzung und Systemanalyse (Institute for Technology Assessment and Systems Analysis = ITAS). Among other aspects, the manufacturing process, possible impact on the environment, animals and humans, consumer acceptance, as well as the subsidy of research and development of cultured meat will be discussed. Cultured meat presents an interesting alternative to conventional meat production, although many questions are as yet unanswered, particularly with regard to technical feasibility and ethical as well as social aspects. More research is essential; the search for a sustainable alternative to current meat production should, however, also involve other approaches such as ecological agriculture.</p>",516,,https://www.ernaehrungs-umschau.de/print-artikel/15-01-2018-in-vitro-fleisch-eine-loesung-der-probleme-der-fleischproduktion-und-des-fleischkonsums/,"Academic Research"
"Anticipating vegan stigma as a barrier to plant-based diets",2019-11-09T10:56:53-0500,,/research/anticipating-vegan-stigma-barrier-plant-based-diets,,,,,,,,,"A significant body of literature has developed which examines why meat consumption continues to be so important to Americans. Our paper contributes to this literature by examining how fear of stigmatization may be a barrier to avoiding meat consumption. This is an important subject because there is evidence that suggests that individuals who avoid meat, especially vegans, are stigmatized for disrupting social conventions related to food.","<p>A significant body of literature has developed which examines why meat consumption continues to be so important to Americans. Our paper contributes to this literature by examining how fear of stigmatization may be a barrier to avoiding meat consumption. This is an important subject because there is evidence that suggests that individuals who avoid meat, especially vegans, are stigmatized for disrupting social conventions related to food. In this paper, we present data from a series of focus groups in which vegan, vegetarian, and omnivorous college students discussed perceptions of vegans and veganism. Our analysis shows that non-vegans anticipate stigma associated with eating like vegans. We identify two strategies by which non-vegans attempt to avoid this stigma: social and behavioral distancing. These results suggest that vegan stigma is a barrier that inhibits dietary shifts toward a plant-based diet. Our results are important because they can be used to improve the efficacy of public health initiatives focused on encouraging plant-based diet adoption and meat consumption reduction.</p>",515,,https://www.sciencedirect.com/science/article/abs/pii/S0195666318313874?via%3Dihub=,"Academic Research"
"The Psychology of Eating Animals",2019-11-09T10:44:49-0500,,/research/psychology-eating-animals,,,,,,,,,"Most people both eat animals and care about animals. Research has begun to examine the psychological processes that allow people to negotiate this “meat paradox.” To understand the psychology of eating animals, we examine characteristics of the eaters (people), the eaten (animals), and the eating (the behavior). People who value masculinity, enjoy meat and do not see it as a moral issue, and find dominance and inequality acceptable are most likely to consume animals.","<p>Most people both eat animals and care about animals. Research has begun to examine the psychological processes that allow people to negotiate this “meat paradox.” To understand the psychology of eating animals, we examine characteristics of the eaters (people), the eaten (animals), and the eating (the behavior). People who value masculinity, enjoy meat and do not see it as a moral issue, and find dominance and inequality acceptable are most likely to consume animals. Perceiving animals as highly dissimilar to humans and as lacking mental attributes, such as the capacity for pain, also supports meat-eating. In addition to these beliefs, values, and perceptions, the act of eating meat triggers psychological processes that regulate negative emotions associated with eating animals. We conclude by discussing the implications of this research for understanding the psychology of morality.</p>",514,,https://journals.sagepub.com/doi/10.1177/0963721414525781,"Academic Research"
"Dealing with the meat paradox: Threat leads to moral disengagement from meat consumption",2019-11-09T10:42:15-0500,,/research/dealing-meat-paradox-threat-leads-moral-disengagement-meat-consumption,,,,,,,,,"Meat consumption is conflicted, because meat provides pleasure to many people, but it also causes animals to suffer. This so-called meat paradox elicits discomfort in meat-eaters and they try to reduce their discomfort, for example, by means of moral disengagement. In the present investigation, we tried to scrutinize this process and examine the boundary conditions that increase moral disengagement.","<p>Meat consumption is conflicted, because meat provides pleasure to many people, but it also causes animals to suffer. This so-called meat paradox elicits discomfort in meat-eaters and they try to reduce their discomfort, for example, by means of moral disengagement. In the present investigation, we tried to scrutinize this process and examine the boundary conditions that increase moral disengagement. We assumed that, due to a domain general action-oriented state, people tend to resolve the meat paradox via moral disengagement, even if inconsistency is elicited in a different, not food-related domain. Two experiments were conducted, in which we assessed people’s moral disengagement efforts via ambivalence measures after we induced inconsistency using different threats in meat-unrelated domains. Supporting our assumptions, people showed reduced ambivalence towards food in affective priming (Experiment 1) and Mouse-Tracker tasks (Experiment 2) after experiencing inconsistency. In fact, plant-based dishes became more positive and meat dishes more negative after inconsistency was induced, indicating that people disguise their endorsement of meat. This provides first convergent evidence that an inconsistency induced action-oriented state may influence cognitions regarding the meat paradox.</p>",513,,https://www.sciencedirect.com/science/article/abs/pii/S0195666318315101?via%3Dihub=,"Academic Research"
"Too sweet to eat: Exploring the effects of cuteness on meat consumption",2019-11-09T10:39:00-0500,,/research/too-sweet-eat-exploring-effects-cuteness-meat-consumption,,,,,,,,,"Although daily meat consumption is a widespread habit, many individuals at the same time put a high value on the welfare of animals. While different psychological mechanisms have been identified to resolve this cognitive tension, such as dissociating the animal from the consumed meat or denying the animal’s moral status, few studies have investigated the effects of the animal’s appearance on the willingness to consume its meat. The present article explored how the perception of cuteness influences hypothetical meat consumption.","<p>Although daily meat consumption is a widespread habit, many individuals at the same time put a high value on the welfare of animals. While different psychological mechanisms have been identified to resolve this cognitive tension, such as dissociating the animal from the consumed meat or denying the animal’s moral status, few studies have investigated the effects of the animal’s appearance on the willingness to consume its meat. The present article explored how the perception of <em>cuteness</em> influences hypothetical meat consumption. We hypothesized that cuter animals would reduce the willingness to consume meat, and that this relationship would be mediated by <a href=""https://www.sciencedirect.com/topics/psychology/empathy"" title=""Learn more about Empathy from ScienceDirect's AI-generated Topic Pages"">empathy</a> felt towards the animal. Across four pre-registered studies sampling 1074 US and Norwegian participants, we obtained some support for this prediction in the US but to a lesser degree in Norway. However, in all studies an indirect mediation effect of cuteness on meat consumption going through empathy towards the animal was observed. We also explored possible moderating and additional mediating mechanisms of trait pro-social orientation, caretaking intentions and sex effects for which we found mixed evidence. Theoretical and practical implications of the findings are discussed.</p>",512,,https://www.sciencedirect.com/science/article/abs/pii/S0195666317306190?via%3Dihub=,"Academic Research"
"Confronting the meat paradox in different cultural contexts: Reactions among Chinese and French participants",2019-11-09T10:37:21-0500,,/research/confronting-meat-paradox-different-cultural-contexts-reactions-among-chinese-and-french,,,,,,,,,"As a well-known source of nutrition and pleasure, meat plays an important role in most people’s diet. However, awareness of the “meat paradox”–the association of liking to eat meat but not wanting to kill animals–often implies the experience of cognitive dissonance.","<p>As a well-known source of nutrition and pleasure, meat plays an important role in most people’s diet. However, awareness of the “meat paradox”–the association of liking to eat meat but not wanting to kill animals–often implies the experience of <a href=""https://www.sciencedirect.com/topics/neuroscience/cognitive-dissonance"" title=""Learn more about Cognitive Dissonance from ScienceDirect's AI-generated Topic Pages"">cognitive dissonance</a>. In two studies, focusing on meat production and meat consumption respectively, we examined whether participants used reduction of willingness to eat meat and reduction of mind attribution to food animals as strategies to reduce cognitive dissonance from the meat paradox in the Chinese and French cultural contexts. Focusing on meat production (slaughtering of an animal to produce meat; Study 1, n = 520), participants reported lower willingness to eat beef in a condition that emphasized the slaughter of a cow compared to a condition that presented a diagram of a cow as meat. In addition, French but not Chinese participants attributed less mind to cows when the relation between meat and its animal origin was made salient. Focusing on meat consumption (the transformation of meat into food; Study 2, n = 518), participants reported lower willingness to eat beef and attributed less mind to cows in a condition that emphasized the animal origin of meat compared to a condition that presented a recipe. These results suggest that the use of different strategies to resolve cognitive dissonance from the meat paradox depends on different contexts of the meat-animal link as well as on cultural context.</p>",511,,https://www.sciencedirect.com/science/article/abs/pii/S0195666315300209?via%3Dihub=,"Academic Research"
"Situating moral disengagement: Motivated reasoning in meat consumption and substitution",2019-11-09T09:48:40-0500,,/research/situating-moral-disengagement-motivated-reasoning-meat-consumption-and-substitution,,,,,,,,,"This work advances towards an increased understanding of moral disengagement and individual differences in the maintenance of widespread and cherished harmful behaviors. Drawing on meat consumption and substitution as an opportunity to study the process of moral self-regulation in situ, it presents a measure of selective deactivation of moral self-regulatory processes when considering the impact of meat consumption (i.e. the Moral Disengagement in Meat Questionnaire — MDMQ). The MDMQ developed from four sequential studies following a mixed-methods approach.","<p>This work advances towards an increased understanding of moral disengagement and individual differences in the maintenance of widespread and cherished harmful behaviors. Drawing on meat consumption and substitution as an opportunity to study the process of moral self-regulation in situ, it presents a measure of selective deactivation of moral self-regulatory processes when considering the impact of meat consumption (i.e. the Moral Disengagement in Meat Questionnaire — MDMQ). The MDMQ developed from four sequential studies following a mixed-methods approach. Two preliminary studies (40 and 410 participants, respectively) provided input to develop the construct and initial pool of items. Two additional studies (1016 and 318 participants, respectively) allowed the assessment of item selection, factor structure, reliability, <a href=""https://www.sciencedirect.com/topics/psychology/convergent-validity"" title=""Learn more about Convergent Validity from ScienceDirect's AI-generated Topic Pages"">convergent and concurrent validities</a>, predictive ability, and <a href=""https://www.sciencedirect.com/topics/psychology/measurement-invariance"" title=""Learn more about Measurement Invariance from ScienceDirect's AI-generated Topic Pages"">measurement invariance</a>. The MDMQ was associated with a variety of individual differences concerning moral self-regulation (i.e. propensity to morally disengage; moral identity; <a href=""https://www.sciencedirect.com/topics/psychology/empathy"" title=""Learn more about Empathy from ScienceDirect's AI-generated Topic Pages"">empathy</a>; moral emotions) and endorsement of dominance ideologies (i.e. social dominance orientation; speciesism; human supremacy beliefs). In a sequential mediation model, frequency of meat consumption affected willingness towards meat substitution indirectly via meat attachment and moral disengagement. We offer an interpretation of moral disengagement as a motivated reasoning process which is triggered by loss aversion and dissonance avoidance.</p>",510,,https://www.sciencedirect.com/science/article/abs/pii/S0191886915300635?via%3Dihub=,"Academic Research"
"Meat alternatives and the alternative protein market",2019-10-20T16:34:09-0400,,/research/meat-alternatives-and-alternative-protein-market,https://www.proteinreport.org/sites/default/files/2019-10/sustainable-proteins_0.png,,"Cell-Based, Plant-Based","Meat, Dairy",Business,Europe,,,"Animal protein producers face a range of sustainability risks. By diversifying into sustainable proteins, these businesses can hedge these risks and enter a fast-growing&nbsp;market.","<p>Animal protein producers face a range of sustainability risks. By diversifying into sustainable proteins, these businesses can hedge these risks and enter a fast-growing&nbsp;market.</p>",293,"flower illustration",https://www.fairr.org/article/alternative-protein-market/,"Industry Report"
"How Big Food is responding to the alternative protein boom",2019-10-20T16:34:09-0400,,/research/how-big-food-responding-alternative-protein-boom,https://www.proteinreport.org/sites/default/files/2019-10/Kd0vYEsD5aOJQgklTd5OPIZz_jdOj69yZ6ilwSpXNZI_0.png,,"Cell-Based, Plant-Based","Meat, Dairy, Eggs, Seafood, Ingredients",Business,International,,,"On average, humans slaughter over 70 billion animals for food every year. That’s 130,000 animals every minute. This scale is only possible because we’ve transformed animal agriculture from a predominantly pastoral, family-owned farming system to an industrialized system of livestock&nbsp;production.","<p>On average, humans slaughter over 70 billion animals for food every year. That’s 130,000 animals every minute. This scale is only possible because we’ve transformed animal agriculture from a predominantly pastoral, family-owned farming system to an industrialized system of livestock&nbsp;production.</p>",294,report,https://www.weforum.org/agenda/2019/08/alternative-plant-protein-market-growth-food-industry-response/,"Industry Report"
"Plant-based alternatives",2019-10-20T16:34:08-0400,,/research/plant-based-alternatives,https://www.proteinreport.org/sites/default/files/2019-10/deloitte-uk-plant-based-alternatives-700_0.jpg,,"Cell-Based, Plant-Based","Meat, Dairy",Business,"Europe, US &amp; Canada",,,"The growth of plant-based alternatives presents investment opportunities for established food and beverage companies which could have a significant benefit on increasing market share and&nbsp;profitability.","<p>The growth of plant-based alternatives presents investment opportunities for established food and beverage companies which could have a significant benefit on increasing market share and&nbsp;profitability.</p>",291,"report image",https://www2.deloitte.com/uk/en/pages/consumer-industrial-products/articles/plant-based-alternatives.html,"Industry Report"
"Alternative proteins: The race for market share is on",2019-10-20T16:34:08-0400,,/research/alternative-proteins-race-market-share,https://www.proteinreport.org/sites/default/files/2019-10/Alternative-proteins-1536x1536_0.jpg,,"Cell-Based, Plant-Based, Insect","Meat, Dairy",Business,International,,,"In countries with economic wealth, there is growing consumer awareness of, and interest in, alternative proteins. Meat has been the main source of protein in developed markets for years, and there has been an increased appetite for traditional protein in developing markets in recent&nbsp;years.","<p>In countries with economic wealth, there is growing consumer awareness of, and interest in, alternative proteins. Meat has been the main source of protein in developed markets for years, and there has been an increased appetite for traditional protein in developing markets in recent&nbsp;years.</p>",292,"alt proteins",https://www.mckinsey.com/industries/agriculture/our-insights/alternative-proteins-the-race-for-market-share-is-on,"Industry Report"
"Consumer Focus: The rise of plant-based food products and implications for meat and dairy",2019-10-20T16:21:53-0400,,/research/consumer-focus-rise-plant-based-food-products-and-implications-meat-and-dairy,https://www.proteinreport.org/sites/default/files/2019-10/maxresdefault_0.jpg,,Plant-Based,"Meat, Dairy",Business,Europe,,,"The media has recently paid a significant amount of attention to the plant-based food trend, with initiatives such as Veganuary and Meat Free Monday receiving more pick-up than ever before. Manufacturers and retailers have both responded to this trend by launching new vegan-friendly plant-based product lines, as has the food service sector. Yet only a tiny minority of the population are actually vegan, with meat and dairy remaining cornerstones of the British diet. But what factors are driving all this media attention and how does this play out in the marketplace?","<p>The media has recently paid a significant amount of attention to the plant-based food trend, with initiatives such as Veganuary and Meat Free Monday receiving more pick-up than ever before. Manufacturers and retailers have both responded to this trend by launching new vegan-friendly plant-based product lines, as has the food service sector. Yet only a tiny minority of the population are actually vegan, with meat and dairy remaining cornerstones of the British diet. But what factors are driving all this media attention and how does this play out in the marketplace?</p>",290,"youtube image",https://ahdb.org.uk/knowledge-library/consumer-insight-consumer-focus-the-rise-of-plant-based-food-products-and-implications-for-meat-and-dairy,"Industry Report"
