title,website,date,contributors,slug,images,proteins,products,business,finance_type,regions,location,description,body,ID,image_caption,crunchbase,facebook,instagram,linkedin,twitter,youtube,country,city,country_code,founded,founders
"Garden Gourmet",https://www.gardengourmet.com/,2020-01-13T11:11:01-0500,,/directory/garden-gourmet,https://www.proteinreport.org/sites/default/files/2020-01/Garden%20Gourmet%20-%20logo.png,Plant-Based,Meat,Production,,"Middle East","<p class=""address"" translate=""no""><span class=""address-line1"">Abba Eban Street</span><br>
<span class=""locality"">Jerusalem</span><br>
<span class=""country"">Israel</span></p>","Garden Gourmet is a Nestle brand of vegetarian food products based out of Israel, and sold primarily in the United Kingdom. The company was founded in Israel in 1986 and received growth investments from Nestle early in its company history before Nestle acquired the company in 2017. 1
Garden Gourmet makes products targeting ""Flexitarians"" by creating plant-based meat alternatives that do not sacrifice the taste and texture of traditional animal products.","<p>Garden Gourmet is a Nestle brand of vegetarian food products based out of <a href=""https://golden.com/wiki/Israel"">Israel</a>, and sold primarily in the <a href=""https://golden.com/wiki/United_Kingdom"">United Kingdom</a>. The company was founded in Israel in 1986 and received growth investments from Nestle early in its company history before Nestle acquired the company in 2017. 1</p>
<p>Garden Gourmet makes products targeting ""Flexitarians"" by creating plant-based meat alternatives that do not sacrifice the taste and texture of traditional animal products.</p>",1235,"Garden Gourmet - logo",,,,,,,Israel,Jerusalem,IL,1986,
"Futterservice Fulda",https://www.futterservice-fulda.de/,2020-01-13T10:54:58-0500,,/directory/futterservice-fulda,https://www.proteinreport.org/sites/default/files/2020-01/futterservice-fulda.png,Plant-Based,"Pet Food",Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">An der Röthe</span><br>
<span class=""postal-code"">36145</span> <span class=""locality"">Hofbieber</span><br>
<span class=""country"">Germany</span></p>","Futterservice Fulda offers healthy, animal-friendly food for dogs and cats.","<p>Futterservice Fulda offers healthy, animal-friendly food for dogs and cats.</p>",1233,"Futterservice-Fulda logo",,,,,,,Germany,Hofbieber,DE,,
"Fry Family Food Co.",https://www.fryfamilyfood.com/,2020-01-13T10:37:48-0500,,/directory/fry-family-food-co,https://www.proteinreport.org/sites/default/files/2020-01/Fry%27s%20logo.png,Plant-Based,Meat,Production,,Africa,"<p class=""address"" translate=""no""><span class=""address-line1"">Field Street 73-75</span><br>
<span class=""locality"">Durban</span><br>
<span class=""postal-code"">4001</span><br>
<span class=""country"">South Africa</span></p>","The Fry Family Food Co. was started by the Fry Family from their kitchen in Durban South Africa 30 years ago. They are a leading plant-based meat alternative brand, selling over 40 different plant-based meat alternatives. The brand is part of the LIVEKINDLY Collective, a global plant-based company that is working to make plant-base eating the new normal. Fry&#039;s is available in the United Kingdom, Australia, USA, Germany, Sweden, New Zealand, Thailand and throughout Africa.","<p>The Fry Family Food Co. was started by the Fry Family from their kitchen in Durban South Africa 30 years ago. They are a leading plant-based meat alternative brand, selling over 40 different plant-based meat alternatives. The brand is part of the LIVEKINDLY Collective, a global plant-based company that is working to make plant-base eating the new normal. Fry&#039;s is available in the United Kingdom, Australia, USA, Germany, Sweden, New Zealand, Thailand and throughout Africa.</p>",1232,,,https://www.facebook.com/FrysFamilyGlobal/,https://www.instagram.com/frysfamily/,https://www.linkedin.com/company/fry&#039;s-family-foods,https://twitter.com/FrysFamily,,"South Africa",Durban,ZA,1991,"Debbie Fry, Wally Fry"
"Fazenda Futuro",https://fazendafuturo.io/,2020-01-13T10:22:46-0500,,/directory/fazenda-futuro,https://www.proteinreport.org/sites/default/files/2020-01/fazenda-futuro_logo.png,Plant-Based,Meat,Production,,"Latin America &amp; Caribbean","<p class=""address"" translate=""no""><span class=""address-line1"">Avenida Almirante Barroso</span><br>
<span class=""postal-code"">20221-260</span><br>
<span class=""country"">Brazil</span></p>","A new, Brazilian start-up, Fazenda Futuro, is pioneering in the production of beef-sans-cow with the plant-based Futuro Burger.","<p>A new, Brazilian start-up, Fazenda Futuro, is pioneering in the production of beef-sans-cow with the plant-based Futuro Burger.</p>",1231,"Fazenda Futuro",,,,,,,Brazil,,BR,2019,"Marcos Leta"
Cauldron,https://www.cauldronfoods.co.uk/,2020-01-13T10:08:47-0500,,/directory/cauldron,https://www.proteinreport.org/sites/default/files/2020-01/Cauldron%20Foods%20-%20logo.png,Plant-Based,"Meat, Ingredients",Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Spencer Street</span><br>
<span class=""locality"">St Albans</span><br>
<span class=""postal-code"">AL3 5EG</span><br>
<span class=""country"">United Kingdom</span></p>","Cauldron is the UK based producer of plant-based foods including tofu, falafel, sausages, and a range of ready to eat products.","<p>Cauldron is the UK based producer of plant-based foods including tofu, falafel, sausages, and a range of ready to eat products.</p>",1230,,,https://www.facebook.com/CauldronFoods/,https://www.instagram.com/cauldronfoods/,,https://twitter.com/CauldronFoods,https://www.youtube.com/channel/UCNyhWC6eZ9kFH7PEsbW5lYA,"United Kingdom","St Albans",GB,1979,
"Black Sheep Foods",https://www.blacksheepfoods.com/,2020-01-13T09:59:35-0500,,/directory/black-sheep-foods,https://www.proteinreport.org/sites/default/files/2020-01/black%20sheep%20foods.png,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Market Street</span><br>
<span class=""locality"">San Francisco</span>, <span class=""postal-code"">94102</span><br>
<span class=""country"">United States</span></p>","Black Sheep Foods was founded in June 2019 by former employees of cell-based seafood startup Finless Foods. The lamb burger the company is developing is made from soy protein, coconut oil, and natural flavors.","<p>Black Sheep Foods was founded in June 2019 by former employees of cell-based seafood startup Finless Foods. The lamb burger the company is developing is made from soy protein, coconut oil, and natural flavors.</p>",1229,"Black Sheep Foods Logo",,,,,,,"United States","San Francisco",US,2019,"Ismael Montanez"
Benovo,https://www.benevo.com/,2020-01-13T09:56:33-0500,,/directory/benovo,https://www.proteinreport.org/sites/default/files/2020-01/Benovo%20-%20logo.jpg,Plant-Based,"Pet Food",Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Downley Road</span><br>
<span class=""locality"">Havant</span><br>
<span class=""postal-code"">PO9 2NJ</span><br>
<span class=""country"">United Kingdom</span></p>","Benevo is an independent pet food company based in Hampshire in the UK. Established in 2005, Benevo provides the most ethical alternative to commercial meat pet foods.","<p>Benevo is an independent pet food company based in Hampshire in the UK. Established in 2005, Benevo provides the most ethical alternative to commercial meat pet foods.</p>",1228,,,,,,,,"United Kingdom",Havant,GB,2005,
Amidori,https://www.amidori.com/,2020-01-13T09:51:06-0500,,/directory/amidori,https://www.proteinreport.org/sites/default/files/2020-01/amidori-logo2.jpg,Plant-Based,Meat,Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Bamberger Straße</span><br>
<span class=""postal-code"">96135</span> <span class=""locality"">Stegaurach</span><br>
<span class=""country"">Germany</span></p>","Amidori is a producent of  M¡dori, which is 100% soy, lactose and gluten free and offers an exceptional bite and rich taste. Spread across three production sites in the DACH region, 100 employees are constantly working on expanding the M¡dori® product range in an environmentally and climate-friendly way. Following their advanced “from field to fork” approach, the “plant protein people” are currently offering M¡dori Minced, Pulled, Sticks, Stripes and Crunchlets as ready-to-use convenient products for both the B2B as well as the B2C market.","<p>Amidori is a producent of  M¡dori, which is 100% soy, lactose and gluten free and offers an exceptional bite and rich taste. Spread across three production sites in the DACH region, 100 employees are constantly working on expanding the M¡dori® product range in an environmentally and climate-friendly way. Following their advanced “from field to fork” approach, the “plant protein people” are currently offering M¡dori Minced, Pulled, Sticks, Stripes and Crunchlets as ready-to-use convenient products for both the B2B as well as the B2C market.</p>",1227,"Amidori logo",,,,,,,Germany,Stegaurach,DE,,
"Ami Pet Food",https://www.amipetfood.com/,2020-01-13T09:42:34-0500,,/directory/ami-pet-food,https://www.proteinreport.org/sites/default/files/2020-01/ami-logo.png,Plant-Based,"Pet Food",Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Via Giarre</span><br>
<span class=""postal-code"">35031</span> <span class=""locality"">Abano Terme</span><br>
<span class=""country"">Italy</span></p>","Amì is an Italian company producing a plant-based pet food and distributing it to the international market.","<p>Amì is an Italian company producing a plant-based pet food and distributing it to the international market.</p>",1226,,,,,,,,Italy,"Abano Terme",IT,,
"Blue Horizon Ventures",https://www.bluehorizonventures.com/,2020-01-12T10:41:13-0500,,/directory/blue-horizon-ventures,https://www.proteinreport.org/sites/default/files/2020-01/bhv_logo-blue.png,,,Finance,"Venture Capital",Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Tödistrasse</span><br>
<span class=""postal-code"">8002</span> <span class=""locality"">Zürich</span><br>
<span class=""country"">Switzerland</span></p>","Blue Horizon Ventures is a food technology-focused venture capital fund founded in 2018 by serial entrepreneurs and investors Roger Lienhard and Michael Kleindl. The fund aims to support the movement towards a more sustainable food system through innovation, technology and entrepreneurship. The underlying mission of the fund is to support and promote a positive global impact on the environment, human health, and animal welfare.","<p>Blue Horizon Ventures is a food technology-focused venture capital fund founded in 2018 by serial entrepreneurs and investors Roger Lienhard and Michael Kleindl. The fund aims to support the movement towards a more sustainable food system through innovation, technology and entrepreneurship. The underlying mission of the fund is to support and promote a positive global impact on the environment, human health, and animal welfare.</p>",1212,,https://www.crunchbase.com/organization/blue-horizon-corporation,,https://www.instagram.com/blue_horizon_ventures/,https://www.linkedin.com/company/bluehorizonventures/,https://twitter.com/bluehorizoncorp,,Switzerland,Zürich,CH,2018,"Roger Lienhard, Michael Kleindl"
"Greenleaf Foods",https://www.greenleaffoods.com/,2020-01-12T09:51:44-0500,,/directory/greenleaf-foods,https://www.proteinreport.org/sites/default/files/2020-01/greenleaf-foods.png,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">West Park Avenue</span><br>
<span class=""locality"">Elmhurst</span>, <span class=""postal-code"">60126</span><br>
<span class=""country"">United States</span></p>","Greenleaf Foods, SPC is committed to shaping the future of plant-based foods. Established in 2018, the Company’s portfolio of leading plant-based protein brands includes Lightlife and Field Roast Grain Meat Co. The Company is headquartered in Chicago, and is a wholly owned, independent subsidiary of Maple Leaf Foods Inc.","<p>Greenleaf Foods, SPC is committed to shaping the future of plant-based foods. Established in 2018, the Company’s portfolio of leading plant-based protein brands includes Lightlife and Field Roast Grain Meat Co. The Company is headquartered in Chicago, and is a wholly owned, independent subsidiary of Maple Leaf Foods Inc.</p>",1210,"Greenleaf Foods logo",,,,,,,"United States",Elmhurst,US,,
"Spero Foods",https://www.sperofoods.co/,2020-01-08T04:52:33-0500,,/directory/spero-foods,https://www.proteinreport.org/sites/default/files/2020-01/spero.jpg,Plant-Based,"Dairy, Eggs",Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">East Evelyn Avenue</span><br>
<span class=""locality"">Mountain View</span>, <span class=""postal-code"">94043</span><br>
<span class=""country"">United States</span></p>","Founded in 2016, Spero Foods is on a mission to make everyday dairy products into delicious, sustainable and nutrient-dense, healthy foods. Spero Foods has earned the title, Standout Startup of the Winter Fancy Food Show by Food Business News and 50 Women Led Startups Who Are Crushing Tech by Forbes. Backed by the prestigious YCombinator, the same accelerator that incubated Dropbox and AirBnB, Spero Foods is leading a new, nondairy superfood revolution.","<p>Founded in 2016, Spero Foods is on a mission to make everyday dairy products into delicious, sustainable and nutrient-dense, healthy foods. Spero Foods has earned the title, Standout Startup of the Winter Fancy Food Show by Food Business News and 50 Women Led Startups Who Are Crushing Tech by Forbes. Backed by the prestigious YCombinator, the same accelerator that incubated Dropbox and AirBnB, Spero Foods is leading a new, nondairy superfood revolution.</p>",1177,"Spero Foods logo",,,,,,,"United States","Mountain View",US,,
"Eclipse Foods",https://www.eclipsefoods.com/,2020-01-08T04:44:47-0500,,/directory/eclipse-foods,https://www.proteinreport.org/sites/default/files/2020-01/eclipse.jpg,Plant-Based,Dairy,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Martin Luther King Junior Way</span><br>
<span class=""locality"">Berkeley</span>, <span class=""postal-code"">94704</span><br>
<span class=""country"">United States</span></p>","Eclipse Foods makes plant-based milk that is indistinguishable from conventional dairy, in taste, texture and functionality. Our products are made without soy, nuts, coconut, gluten, GMO’s, gums or stabilizers, making them free from all common allergens and much cleaner than other products.","<p>Eclipse Foods makes plant-based milk that is indistinguishable from conventional dairy, in taste, texture and functionality. Our products are made without soy, nuts, coconut, gluten, GMO’s, gums or stabilizers, making them free from all common allergens and much cleaner than other products.</p>",1176,"Eclipse logo",,,,,,,"United States",Berkeley,US,2019,"Aylon Steinhart"
"Ripple Foods",https://www.ripplefoods.com/,2020-01-08T04:40:42-0500,,/directory/ripple-foods,https://www.proteinreport.org/sites/default/files/2020-01/ripple-logo-568x320.jpg,Plant-Based,Dairy,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Gilman Street</span><br>
<span class=""locality"">Berkeley</span>, <span class=""postal-code"">94710</span><br>
<span class=""country"">United States</span></p>","Berkeley-based Ripple Foods is a leader in developing innovative and delicious non-dairy products. Ripple products are powered by Ripptein, the purest plant protein on Earth.","<p>Berkeley-based Ripple Foods is a leader in developing innovative and delicious non-dairy products. Ripple products are powered by Ripptein, the purest plant protein on Earth.</p>",1175,,,,,,,,"United States",Berkeley,US,2014,"Adam Lowry, Neil Renninger"
"Zero Egg Food",https://zeroeggfood.com/,2020-01-08T04:37:02-0500,,/directory/zero-egg-food,https://www.proteinreport.org/sites/default/files/2020-01/zero-egg-logo.jpg,Plant-Based,Eggs,Production,,"Middle East","<p class=""address"" translate=""no""><span class=""address-line1"">Rambam Street</span><br>
<span class=""locality"">Ashdod</span><br>
<span class=""country"">Israel</span></p>","Zero Egg is a nutritious plant-based egg that tastes, looks and functions like a real egg. With Zero Egg you can make omelets as well as baked goods, pasta and sauces without using eggs.","Zero Egg is a nutritious plant-based egg that tastes, looks and functions like a real egg. With Zero Egg you can make omelets as well as baked goods, pasta and sauces without using eggs.",1174,"Zero egg logo",,,,,,,Israel,Ashdod,IL,2018,"Liron Nimrodi"
"The Very Good Butchers",https://www.verygoodbutchers.com/,2020-01-08T04:28:40-0500,,/directory/very-good-butchers,https://www.proteinreport.org/sites/default/files/2020-01/The%20very%20good%20butchers%20-%20logo.png,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Douglas Street</span><br>
<span class=""locality"">Victoria</span> <span class=""postal-code"">V8W 0C1</span><br>
<span class=""country"">Canada</span></p>","Our objective at The Very Good Butchers is to produce organic, wholesome, real food without tricks or gimmicks. Very Good Butchers butcher beans, not animals. Plant-based meats handcrafted in Victoria, BC with 100% real, whole-food ingredients.","<p>Our objective at The Very Good Butchers is to produce organic, wholesome, real food without tricks or gimmicks. Very Good Butchers butcher beans, not animals. Plant-based meats handcrafted in Victoria, BC with 100% real, whole-food ingredients.</p>",1173,"The Very Good Butchers - logo",,,,,,,Canada,Victoria,CA,2016,"Mitchell Scott"
"The Vegetarian Butcher",https://www.thevegetarianbutcher.com/,2020-01-08T04:18:34-0500,,/directory/vegetarian-butcher,https://www.proteinreport.org/sites/default/files/2020-01/the%20vegetarian%20butcher.jpg,Plant-Based,Meat,Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Graaf Engelbertlaan</span><br>
<span class=""postal-code"">4819 BP</span> <span class=""locality"">Breda</span><br>
<span class=""country"">Netherlands</span></p>","The Vegetarian Butcher produces plant-based proteins, which compete with animal meat in respect of taste, texture and nutritional value and has been heralded by industry figures, including a jury of butchers, culinary journalists and Michelin-stars. The Vegetarian Butcher products are being sold in over 4,000 outlets in 17 countries.","<p>The Vegetarian Butcher produces plant-based proteins, which compete with animal meat in respect of taste, texture and nutritional value and has been heralded by industry figures, including a jury of butchers, culinary journalists and Michelin-stars. The Vegetarian Butcher products are being sold in over 4,000 outlets in 17 countries.</p>",1172,"The Vegetarian Butcher",,,,,,,Netherlands,Breda,NL,2010,"Jaap Korteweg, Niko Koffeman"
"Meatless Farm",https://www.meatlessfarm.com/,2020-01-08T04:10:21-0500,,/directory/meatless-farm,https://www.proteinreport.org/sites/default/files/2020-07/mf.png,Plant-Based,Meat,Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Wharf Street</span><br>
<span class=""locality"">Leeds</span><br>
<span class=""postal-code"">LS2 7EQ</span><br>
<span class=""country"">United Kingdom</span></p>","The Meatless Farm Co is a plant-based protein company known for its meat-free burger patties, meatless ground and sausage products. Almost indistinguishable from meat in terms of taste and texture, Meatless Farm’s products are 100% plant-based, gluten-free and made using the highest-quality, non-GMO ingredients available. The company launched in the UK in 2018 and has since expanded into Europe, Canada, the UAE, and the US.","<p>The Meatless Farm Co is a plant-based protein company known for its meat-free burger patties, meatless ground and sausage products. Almost indistinguishable from meat in terms of taste and texture, Meatless Farm’s products are 100% plant-based, gluten-free and made using the highest-quality, non-GMO ingredients available. The company launched in the UK in 2018 and has since expanded into Europe, Canada, the UAE, and the US.</p>",1171,,https://www.crunchbase.com/organization/the-meatless-farm,https://www.facebook.com/meatlessfarm,https://www.instagram.com/meatlessfarm/,https://www.linkedin.com/company/meatlessfarm,https://twitter.com/MeatlessFarm,https://www.youtube.com/channel/UCLY0BxeqdqCbQMF3AgrmNhw,"United Kingdom",Leeds,GB,2016,"Morten Toft Bech"
"The Better Meat Co.",https://www.bettermeat.co/,2020-01-08T03:57:06-0500,,/directory/better-meat-co,https://www.proteinreport.org/sites/default/files/2021-10/The%2BBetter%2BMeat%2BCo%2B-%2BWeb%2BLogo.png,"Plant-Based, Fungi",Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Lincoln Highway</span><br>
<span class=""locality"">West Sacramento</span>, <span class=""postal-code"">95691</span><br>
<span class=""country"">United States</span></p>","The Better Meat Co. is a business-to-business company helping food-sellers boost their meat products by using less meat and more plants. In short, we provide innovative plant protein formulas for foodservice providers and meat processors to make their meat, in a word, better. Our various lines of delicious plant proteins blend seamlessly into ground meat products, enabling our customers to enhance taste, nutrition, and sustainability, all in a cost-competitive way.","<p>The Better Meat Co. is a business-to-business company helping food-sellers boost their meat products by using less meat and more plants. In short, we provide innovative plant protein formulas for foodservice providers and meat processors to make their meat, in a word, better. Our various lines of delicious plant proteins blend seamlessly into ground meat products, enabling our customers to enhance taste, nutrition, and sustainability, all in a cost-competitive way. Whether you&#039;re producing chicken nuggets, meatballs, sausages, burgers, dogs, or other ground meats, we’d be honored to work with you to blend our plant protein formulas into your products.</p>",1170,,https://www.crunchbase.com/organization/the-better-meat-co-a6bf,https://www.facebook.com/BetterMeatCo/,https://www.instagram.com/thebettermeatco/,https://www.linkedin.com/company/bettermeatco/,https://twitter.com/BetterMeatCo,,"United States","West Sacramento",US,2018,"Paul Shapiro"
"Yves Veggie Cuisine",http://yvesveggie.com/,2020-01-08T03:51:44-0500,,/directory/yves-veggie-cuisine,https://www.proteinreport.org/sites/default/files/2020-01/new-yves-logo.png,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">19th Street</span><br>
<span class=""locality"">Boulder</span>, <span class=""postal-code"">80302</span><br>
<span class=""country"">United States</span></p>","Founded in 1983, Yves Veggie Cuisine offers the widest variety of delicious plant-based meals and ingredients in Canada - with more than 40 types of Canadian-made, plant-based products.","<p>Founded in 1983, Yves Veggie Cuisine offers the widest variety of delicious plant-based meals and ingredients in Canada - with more than 40 types of Canadian-made, plant-based products.</p>",1169,,,,,,,,"United States",Boulder,US,1985,
Tofurky,http://www.tofurky.com/,2020-01-08T03:48:18-0500,,/directory/tofurky,https://www.proteinreport.org/sites/default/files/2020-01/tofurky-logo-e1516381934369.jpeg,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Industrial Street</span><br>
<span class=""locality"">Hood River</span>, <span class=""postal-code"">97031</span><br>
<span class=""country"">United States</span></p>","Founded in 1980, Tofurky is the leading independent plant-based protein producer in the nation, making lip-smacking plant-based foods that are kind to people, animals and the environment.","<p>Founded in 1980, Tofurky is the leading independent plant-based protein producer in the nation, making lip-smacking plant-based foods that are kind to people, animals and the environment.</p>",1168,,https://www.crunchbase.com/organization/tofurky,,,,,,"United States","Hood River",US,1980,"Seth Tibbot"
"No Evil Foods",https://www.noevilfoods.com/,2020-01-08T03:42:15-0500,,/directory/no-evil-foods,https://www.proteinreport.org/sites/default/files/2020-01/NEF_Logo.jpg,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""postal-code"">28787</span><br>
<span class=""country"">United States</span></p>","No Evil Foods is a mission-driven business near Asheville, North Carolina focused on impacting environmental sustainability, public health and animal welfare through better food choices. Every bite of No Evil Foods supports our cause: to use food as a force for good because real change starts at the center of your plate. No Evil Foods started in 2014 and is available in retailers nationwide including Whole Foods, Earth Fare, Wegmans, Fresh Market and in co-ops, independent grocers and restaurants.","<p>No Evil Foods is a mission-driven business near Asheville, North Carolina focused on impacting environmental sustainability, public health and animal welfare through better food choices. Every bite of No Evil Foods supports our cause: to use food as a force for good because real change starts at the center of your plate. No Evil Foods started in 2014 and is available in retailers nationwide including Whole Foods, Earth Fare, Wegmans, Fresh Market and in co-ops, independent grocers and restaurants.</p>",1167,"No Evil Foods logo",https://www.crunchbase.com/organization/no-evil-foods,,,,,,"United States",,US,2014,"Sadrah Schadel, Mike Woliansky"
"Atlantic Natural Foods",https://atlanticnaturalfoods.com/,2020-01-08T03:39:03-0500,,/directory/atlantic-natural-foods,https://www.proteinreport.org/sites/default/files/2020-01/anf-logo.jpg,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Industry Court</span><br>
<span class=""locality"">Nashville</span>, <span class=""postal-code"">27856</span><br>
<span class=""country"">United States</span></p>","Our Mission is to create affordable, sustainable, healthy, shelf-stable sources of protein for all people &amp; available everywhere. We provide plant-based proteins with bold, inspiring flavors and beloved traditional recipes to help people live healthier longer lives.","<p>Our Mission is to create affordable, sustainable, healthy, shelf-stable sources of protein for all people <span class=""amp"">&amp;</span> available everywhere. We provide plant-based proteins with bold, inspiring flavors and beloved traditional recipes to help people live healthier longer lives.</p>",1166,"Atlantic Natural Foods logo",,,,,,,"United States",Nashville,US,,
"Lightlife Foods",https://lightlife.com/,2020-01-08T03:28:45-0500,,/directory/lightlife-foods,https://www.proteinreport.org/sites/default/files/2020-01/Lightlife%20Red_Logo.jpg,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Lightlife Way</span><br>
<span class=""locality"">Montague</span>, <span class=""postal-code"">01376</span><br>
<span class=""country"">United States</span></p>","Lightlife makes delicious plant-based food that everyone can enjoy. For over forty years, we’ve been committed to sharing our love for plant-based food and leading a balanced life and we believe food should be a source of confidence, not compromises.","<p>Lightlife makes delicious plant-based food that everyone can enjoy. For over forty years, we’ve been committed to sharing our love for plant-based food and leading a balanced life and we believe food should be a source of confidence, not compromises.</p>",1165,Lightlife,https://www.crunchbase.com/organization/lightlife-foods,,,,,,"United States",Montague,US,1979,
"Ocean Hugger Foods",https://oceanhuggerfoods.com/,2020-01-08T03:20:17-0500,,/directory/ocean-hugger-foods,https://www.proteinreport.org/sites/default/files/2020-01/OHF_Logo-01.jpg,Plant-Based,Seafood,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Broadway</span><br>
<span class=""locality"">New York</span>, <span class=""postal-code"">10007</span><br>
<span class=""country"">United States</span></p>","Ocean Hugger Foods, Inc. offers healthy, delicious and sustainable plant-based alternatives to your favorite seafood dishes. Founded by Certified Master Chef James Corwell, the company’s mission is to alleviate the pressures on our vulnerable oceans and endangered species through culinary excellence.","<p>Ocean Hugger Foods, Inc. offers healthy, delicious and sustainable plant-based alternatives to your favorite seafood dishes. Founded by Certified Master Chef James Corwell, the company’s mission is to alleviate the pressures on our vulnerable oceans and endangered species through culinary excellence.</p>",1164,"Ocean Hugger Foods logo",,,,,,,"United States","New York",US,,
"Abbot&#039;s Butcher",https://abbotsbutcher.com/,2020-01-08T03:14:55-0500,,/directory/abbots-butcher,https://www.proteinreport.org/sites/default/files/2020-01/abbots-butcher-logo.png,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Fair Drive</span><br>
<span class=""locality"">Costa Mesa</span>, <span class=""postal-code"">92626</span><br>
<span class=""country"">United States</span></p>","Abbot's Butcher believes plant-based eating shouldn’t mean reduction or restriction. This California company crafts gourmet, small-batch, allergen-friendly meat replacements including plant-based beef, chorizo and chicken. With Abbot’s Butcher's plant-based meats, everyone can enjoy their favorite dishes while still living in a way that celebrates their bodies and the beautiful world we live in.","<p>Abbot's Butcher believes plant-based eating shouldn’t mean reduction or restriction. This California company crafts gourmet, small-batch, allergen-friendly meat replacements including plant-based beef, chorizo and chicken. With Abbot’s Butcher's plant-based meats, everyone can enjoy their favorite dishes while still living in a way that celebrates their bodies and the beautiful world we live in.</p>",1163,"Abbot&#039;s butcher logo",,,,https://www.linkedin.com/company/theabbotsbutcher,,,"United States","Costa Mesa",US,2016,"Kerry Song"
"Daring Foods",http://www.daringfoods.com/,2020-01-08T03:06:30-0500,,/directory/daring-foods,https://www.proteinreport.org/sites/default/files/2020-01/daring%20foods%20logo.jpg,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Broadway</span><br>
<span class=""locality"">New York</span>, <span class=""postal-code"">10007</span><br>
<span class=""country"">United States</span></p>","Daring looks, cooks and tastes like chicken, but most definitely not chicken. daring is 100% plant-based, 1000% not chicken, and absolutely delicious.","Daring looks, cooks and tastes like chicken, but most definitely not chicken. daring is 100% plant-based, 1000% not chicken, and absolutely delicious.",1162,"daring Foods logo",,,,,,,"United States","New York",US,2018,
Gardein,https://www.gardein.com/,2020-01-08T03:00:53-0500,,/directory/gardein,https://www.proteinreport.org/sites/default/files/2020-11/Gardein-Logo.jpg,Plant-Based,Meat,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Vulcan Way</span><br>
<span class=""locality"">Richmond</span> <span class=""postal-code"">V6V 1Z5</span><br>
<span class=""country"">Canada</span></p>","Gardein is a sustainable protein brand that delivers the great taste, texture and nutrition of meat with no cholesterol, less fat and calories. Gardein makes the widest variety of award-winning meatless meals and snacks that are good for you and good for the planet.","<p>Gardein is a sustainable protein brand that delivers the great taste, texture and nutrition of meat with no cholesterol, less fat and calories. Gardein makes the widest variety of award-winning meatless meals and snacks that are good for you and good for the planet.</p>",1161,,https://www.crunchbase.com/organization/gardein,https://www.facebook.com/gardein,https://www.instagram.com/gardein/,https://www.linkedin.com/company/garden-protein-international/,https://twitter.com/gardein,https://www.youtube.com/user/gardein,Canada,Richmond,CA,2003,
