title,website,date,contributors,slug,images,banner_image,proteins,products,topics,regions,description,body,start_date,end_date,online,country,city,ID,image_caption
"Plant protein and the transformational shifts happening due to COVID-19",https://www.eventbrite.ca/e/ppaa-webinar-navigating-through-disruption-registration-102241398776,2020-05-27T13:56:45-0400,shannonsnaden,/events/plant-protein-and-transformational-shifts-happening-due-covid-19,https://www.proteinreport.org/sites/default/files/2020-05/ppaalogo.png,https://www.proteinreport.org/sites/default/files/2020-05/Copy%20of%20JOIN%20THE%20CONVERSATION.png,"Plant-Based, Insect, Animal",Ingredients,"Business, Culture, Environment, Health","US &amp; Canada","Wondering what transformational shifts are happening due to COVID-19?","<p><strong>Wondering what transformational shifts are happening due to COVID-19?</strong></p>
<p>Join us for a one-hour webinar on May 29th with Dr. Sylvain Charlebois to look at the short- and long-term changes we are all facing in the food and beverage industry due to the pandemic. There are transformational shifts happening that will last far beyond the outbreak. Dr. Charlebois, a leading agrifood expert from Dalhousie University, will talk about topics such as the democratization of the supply chain, growth in online grocery shopping, a new emphasis on food security and food processing, and an accelerated return to the trend in plant-based proteins.</p>
<p><strong>Format:</strong><br />
- 5 minutes – Introduction<br />
- 20 minutes – Presentation<br />
- 20 minutes – Community discussion: Do you have something to share? Looking for help? Questions?<br />
- 5 minutes – Closing notes</p>
<p>This is the fourth and final event in a coffee chat webinar series being hosted by Plant Protein Alliance of Alberta (PPAA) . Please watch for a new series launching next month.</p>
<p>The series has been an opportunity to learn from experts and PPAA members about the strategies they are using to navigate through the business disruption of the COVID-19 outbreak. Find out about the many challenges and opportunities; as well, learn from the innovation that is developing during this challenging time.</p>
<p>If you have a question that you would like answered during the May 29th webinar please send it to us at <a href=""mailto:newsletter@ppaa.ca"">newsletter@ppaa.ca</a></p>
<p><strong>Previous Webinars</strong><br />
If you would like to review the session or weren’t able to join us, you’ll find the links under Resources on our website:</p>
<p>Week 3 — Dr. David Hughes, emeritus professor of food marketing at Imperial College London, gives a global perspective of consumer behaviour and the changing nature of supply chains that have impacts right down to your local business in this webinar on May 15.</p>
<p>Week 2 — Chris Chivilo, CEO of W.A. Grain and Pulse Solutions, and Eunice Wong, customer category manager for Weston Foods, talk about changes in the food supply chain due to COVID-19 as well as mitigation strategies for managing risk in this webinar on May 1.</p>
<p>Week 1 — Graham Heron, senior tax partner and business adviser, and Steven Kwasny, manager of consulting services, for MNP offer practical and straightforward advice for businesses and the self-employed in this webinar on April 17.</p>",2020-05-29,2020-05-29,True,,,6999,
"COVID-19 and the Future of Food",https://marketing.saladplate.com/covid19-the-future-of-food-webinar/,2020-05-27T06:10:31-0400,NL,/events/covid-19-and-future-food,https://www.proteinreport.org/sites/default/files/2020-05/SP-Logo-Transparent-300x61_0.png,https://www.proteinreport.org/sites/default/files/2020-05/Digital_Week_Webinar_28MAY_v7_0.jpg,"Cell-Based, Plant-Based",,Business,Asia,"The realities we believed in have changed radically and we are adapting to new emerging patterns in the industries we serve. COVID-19 has impacted all our lives, threatens the way we conduct business and interrupts whole supply chains. This crisis is forcing us to re-think food security, questioning the notion from farm to fork and even sustainable food innovation.","<p>The realities we believed in have changed radically and we are adapting to new emerging patterns in the industries we serve. COVID-19 has impacted all our lives, threatens the way we conduct business and interrupts whole supply chains. This crisis is forcing us to re-think food security, questioning the notion from farm to fork and even sustainable food innovation.</p>
<p>This webinar series brings together a wide array of thought-leaders discussing our current reality and a possible path to a post-Covid world in food and innovation. Register for free, get involved with live Q&amp;A and download exclusive content on May 28th brought to you by Informa Markets and in collaboration with Saladplate.com.</p>",2020-05-28,2020-05-28,True,,,6993,
"Alternative Protein - Algae based Fish and Meat",https://algaeworkshops.org/algae-based-fish-and-meat/,2020-05-24T08:03:09-0400,alexandramosch,/events/alternative-protein-algae-based-fish-and-meat,https://www.proteinreport.org/sites/default/files/2020-05/LOGO_EABA_MAIN_LIGHTBKG_HORIZONTAL_0.png,https://www.proteinreport.org/sites/default/files/2020-05/EABA_Web2020-06_Fish%26Meat_banners_Twitter%20header.jpg,Algae,"Meat, Seafood, Ingredients","Business, Culture, Environment, Health","Europe, International","The European Algae Biomass Association (EABA) aims to promote a strong link between science, technology and business in the algae biomass sector.
Due to their high CO2 absorption, being grown in water and providing for a beneficial nutritional profile, algae-based alternative fish and meat applications are very important. In our technical webinar we will bring together the main stakeholders for knowledge exchange and to foster collaboration.","<p>The European Algae Biomass Association (EABA) aims to promote a strong link between <strong>science, technology and business</strong> in the algae biomass sector.</p>
<p>Due to their high CO2 absorption, being grown in water and providing for a beneficial nutritional profile, algae-based alternative fish and meat applications are very important. In our technical webinar we will bring together the main stakeholders for knowledge exchange and to foster collaboration.</p>",2020-06-30,2020-06-30,True,,,6968,
"The State of the Cultivated Meat Industry",https://us02web.zoom.us/webinar/register/WN_q7vzqu_rRJGi8V9qZbT9ww,2020-05-21T11:48:59-0400,NL,/events/state-cultivated-meat-industry,https://www.proteinreport.org/sites/default/files/2020-05/The-Good-Food-Institute-Logo-post_3.jpg,https://www.proteinreport.org/sites/default/files/2020-05/EYjKCkgXkAIAlWP.jpg,Cell-Based,Meat,Business,International,"We are on the cusp of making secure, ethical, sustainable, and real cultivated animal meat a reality. Join GFI Startup Growth Specialist Nate Crosser and GFI Senior Scientist Dr. Elliot Swartz for a global analysis of the cultivated meat industry. In this presentation, we will dive into the investments, competitive landscape, consumer insights, and scientific progress in this rapidly accelerating, transformative market sector.","<p>We are on the cusp of making secure, ethical, sustainable, and real cultivated animal meat a reality. Join GFI Startup Growth Specialist Nate Crosser and GFI Senior Scientist Dr. Elliot Swartz for a global analysis of the cultivated meat industry. In this presentation, we will dive into the investments, competitive landscape, consumer insights, and scientific progress in this rapidly accelerating, transformative market sector.</p>",2020-06-04,2020-06-04,True,,,6948,
"The State of the Plant-Based Meat, Eggs, and Dairy Industry",https://us02web.zoom.us/webinar/register/WN_c2WhSxz7SviLeYntEEPZHQ,2020-05-21T03:30:12-0400,proteinreport,/events/state-plant-based-meat-eggs-and-dairy-industry,https://www.proteinreport.org/sites/default/files/2020-05/The-Good-Food-Institute-Logo-post.jpg,https://www.proteinreport.org/sites/default/files/2020-05/EYe7sSgUMAAgSZG.jpg,Plant-Based,"Meat, Dairy, Eggs",Business,"US &amp; Canada","The last year has been groundbreaking for the plant-based food industry. Join GFI's Associate Director for Corporate Engagement Caroline Bushnell and GFI's Startup Growth Specialist as we dive into the most important retail and foodservice sales data, investment analytics, technical advancements, consumer insights, industry predictions, and more (including a 2020 update).
Due to data availability purposes, this presentation focuses mostly on U.S.-based-or-selling companies.","<p>The last year has been groundbreaking for the plant-based food industry. Join GFI's Associate Director for Corporate Engagement Caroline Bushnell and GFI's Startup Growth Specialist as we dive into the most important retail and foodservice sales data, investment analytics, technical advancements, consumer insights, industry predictions, and more (including a 2020 update).</p>
<p>Due to data availability purposes, this presentation focuses mostly on U.S.-based-or-selling companies.</p>",2020-05-26,2020-05-26,True,,,6942,
"From Eh! to Cellag: The Cellular Agriculture Landscape in Canada",https://www.cellag.ca/new-events/from-eh-to-cellag-the-cellular-agriculture-landscape-in-canada,2020-05-14T12:46:14-0400,proteinreport,/events/eh-cellag-cellular-agriculture-landscape-canada,https://www.proteinreport.org/sites/default/files/2020-05/MpiJlwZL_400x400_0.jpg,https://www.proteinreport.org/sites/default/files/2020-05/event-cover-3142.png,Cell-Based,"Meat, Pet Food","Business, Policy",International,"Join us for Cellular Agriculture Canada’s first virtual event, where we will share the current state of the cellular agriculture industry in Canada. 
You will have the opportunity to learn about the journey of two of Canada’s leading cellular agriculture companies and ask all the questions you want directly to them. Everyone is welcome!

Register now and we look forward to welcoming you to our virtual discussion!
Agenda:","<p dir=""ltr"">Join us for Cellular Agriculture Canada’s first virtual event, where we will share the current state of the cellular agriculture industry in Canada. </p>
<p dir=""ltr"">You will have the opportunity to learn about the journey of two of Canada’s leading cellular agriculture companies and ask all the questions you want directly to them. Everyone is welcome!</p>
<p dir=""ltr"">
Register now and we look forward to welcoming you to our virtual discussion!</p>
<p dir=""ltr"">Agenda:</p>
<ul dir=""ltr"">
<li>Introduction to Cellular Agriculture Canada</li>
<li>Overview of Global and Canadian cellular agriculture landscape – Presentation by CellAgri</li>
<li>‘The Future of Pet Food’ – Presentation by Because Animals</li>
<li>‘Making Future Meat Sustainable and Affordable’ – Presentation by Future Fields</li>
<li>Q&amp;A session.</li>
</ul>",2020-05-28,2020-05-28,True,,,6895,
"Live Q&amp;A Session With Canadian Filmmaker, Liz Marshall, and Dr. Eric Schulze From Memphis Meats",https://www.cellag.ca/new-events/1z04b2ru5j9nyxb1je523ch9zpuel8,2020-05-14T12:41:51-0400,proteinreport,/events/live-qa-session-canadian-filmmaker-liz-marshall-and-dr-eric-schulze-memphis-meats,https://www.proteinreport.org/sites/default/files/2020-05/MpiJlwZL_400x400.jpg,https://www.proteinreport.org/sites/default/files/2020-05/event-cover-4286.png,Cell-Based,Meat,Business,International,"We are thrilled to have Canadian filmmaker, Liz Marshall, and Dr. Schulze from Memphis Meats join us for a live Q&amp;A session!
This is an incredible opportunity to hear from and ask all the questions that you have about the film and their careers. From the growth of the field to the regulatory steps ahead, there is a lot to discuss!
This event will be hosted by Co-founders of CAC, Ahmed Khan from CellAgri and Yadira Tejeda Saldana, CAC's Executive Director.
Register now and we look forward to having a fruitful discussion with all of you!","<p>We are thrilled to have Canadian filmmaker, Liz Marshall, and Dr. Schulze from Memphis Meats join us for a live Q&amp;A session!</p>
<p>This is an incredible opportunity to hear from and ask all the questions that you have about the film and their careers. From the growth of the field to the regulatory steps ahead, there is a lot to discuss!</p>
<p>This event will be hosted by Co-founders of CAC, Ahmed Khan from CellAgri and Yadira Tejeda Saldana, CAC's Executive Director.</p>
<p>Register now and we look forward to having a fruitful discussion with all of you!</p>",2020-05-21,2020-05-21,True,,,6894,
"The Future of Meat: Meat Alternatives on the Rise",https://zoom.us/webinar/register/WN_je3SqUKmQY6iluLAOoOGXw,2020-05-09T04:46:23-0400,NL,/events/future-meat-meat-alternatives-rise,https://www.proteinreport.org/sites/default/files/2020-05/swissnex.jpg,https://www.proteinreport.org/sites/default/files/2020-05/banner_0.jpg,"Cell-Based, Plant-Based",Meat,Business,Asia,"Meat alternatives mount a tremendous challenge to the status quo of the industry, both in terms of quality of product and impact on the environment. To bring this exciting trend to the attention of our audience we have invited two up-and-coming players from the industry. The Swiss start-up Planted Foods will introduce us to the advantages of plant-based meat. We also have invited Avant Meats from Hong Kong, which produces meat using stem cells.","<p>Meat alternatives mount a tremendous challenge to the status quo of the industry, both in terms of quality of product and impact on the environment. To bring this exciting trend to the attention of our audience we have invited two up-and-coming players from the industry. The Swiss start-up Planted Foods will introduce us to the advantages of plant-based meat. We also have invited Avant Meats from Hong Kong, which produces meat using stem cells.</p>",2020-05-15,2020-05-15,True,,,6849,
"Optimizing oat protein using fermentation and extrusion",https://www.linkedin.com/posts/the-good-food-institute_alternativeprotein-activity-6664410254060634112-ACHD,2020-05-09T04:36:35-0400,NL,/events/optimizing-oat-protein-using-fermentation-and-extrusion,https://www.proteinreport.org/sites/default/files/2020-05/gfi-mobile-logo-2-2.png,https://www.proteinreport.org/sites/default/files/2020-05/banner.jpg,Plant-Based,Ingredients,Sci-Tech,International,"Our Science of Alternative Protein seminar series continues May 28 with guest speaker Mari-Liis Tammik from Center of Food and Fermentation Technologies.","<p>Our Science of Alternative Protein seminar series continues May 28 with guest speaker Mari-Liis Tammik from Center of Food and Fermentation Technologies.</p>",2020-05-28,2020-05-28,True,,,6848,
"From Bench to Fork: the Science behind Cultured Meat",https://www.emdgroup.com/en/research/innovation-center/news-and-events/all-events/from-bench-to-fork-the-science-behind-cultured-meat.html,2020-05-07T13:17:33-0400,proteinreport,/events/bench-fork-science-behind-cultured-meat,https://www.proteinreport.org/sites/default/files/2020-05/merck.jpg,https://www.proteinreport.org/sites/default/files/2020-05/Mkgaa1920x1080.jpg,Cell-Based,Meat,Sci-Tech,International,"The global demand for meat is expected to rise nearly 70% by 2050. How can we feed this growing hunger for animal protein with less negative impact on the environment, human health and animal welfare? Cultured Meat – grown in a bioreactor instead of a farm – could be the answer. But what does it take to bring it to the dinner tables of consumers?","<p>The global demand for meat is expected to rise nearly 70% by 2050. How can we feed this growing hunger for animal protein with less negative impact on the environment, human health and animal welfare? Cultured Meat – grown in a bioreactor instead of a farm – could be the answer. But what does it take to bring it to the dinner tables of consumers?</p>
<p>To find out, join our first ever Innovators’ Club online edition, “From bench to fork: the science behind cultured meat”, with our expert keynote speakers: Liz Specht, Associate Director of Science &amp; Technology at The Good Food Institute, and Lavanya Anandan, Head of Innovation Field Clean Meat, Silicon Valley Innovation Hub of Merck KGaA, Darmstadt, Germany.</p>
<p>During the event, hosted by Annika Zille, Head of Marketing and Market Intelligence at our Innovation Center, we will explore the state of the cultivated meat industry and the biotechnology behind it, answering key questions like:</p>
<ul>
<li>Why should we eat meat grown in a bioreactor?</li>
<li>Which technology hurdles do scientists have to overcome before cultured meat becomes mainstream?</li>
<li>What role do companies like ours play in the game?</li>
<li>How can partnerships accelerate the way from bench to fork?</li>
</ul>
<p><a href=""https://primetime.bluejeans.com/a2m/register/rgscjszr"">Register now</a> and discover the science behind cultured meat!</p>
<p>We look forward to welcoming you.</p>",2020-06-10,2020-06-10,True,,,6836,
"Virtual 15th Plant-Based Foods &amp; Proteins Summit North America 2020",https://bridge2food.com/webinars/virtual-plant-based-foods-proteins-summit-exhibition/,2020-05-06T11:28:49-0400,NL,/events/virtual-15th-plant-based-foods-proteins-summit-north-america-2020,https://www.proteinreport.org/sites/default/files/2020-05/Bridge2Food_sRGB_150dpi.jpg,https://www.proteinreport.org/sites/default/files/2020-06/Bridge2Food_Banner_2020_Virtual_PBFS_NA_2020.jpg,Plant-Based,"Meat, Dairy, Ingredients",Business,"US &amp; Canada","Join the only Virtual 15th Plant-Based Foods &amp; Proteins Summit &amp; Exhibition dedicated to connecting plant-based brands with the value chain including retailers, foodservice professionals, food manufacturers, ingredient suppliers, and other service providers such as packaging, market, and brand agencies! The buzz around plant-based foods and products is undeniable and there are a growing number of innovative new brands in the marketplace.","<p>Join the only <strong>Virtual 15th Plant-Based Foods &amp; Proteins Summit &amp; Exhibition</strong> dedicated to connecting plant-based brands with the value chain including retailers, foodservice professionals, food manufacturers, ingredient suppliers, and other service providers such as packaging, market, and brand agencies! The buzz around plant-based foods and products is undeniable and there are a growing number of innovative new brands in the marketplace. Give your company a competitive edge and sign up to exhibit at the <strong>Virtual 15th Plant-Based Foods &amp; Proteins Summit &amp; Exhibition</strong> today.</p>
<p>The Uniqueness of this <strong>Virtual 15th Plant-Based Foods &amp; Proteins Summit &amp; Exhibition</strong> is the easy, convenient, value for money solution to secure virtual networking meetings with a live chat with your (potential) supplier and customers. Book private meetings, video chat, do business and enjoy for the first time in a relaxed digital experience an online format.</p>",2020-06-22,2020-06-26,True,,,6815,
"From Cell Culture to Food: Making it a European Reality #1",https://docs.google.com/forms/d/e/1FAIpQLSd-iy6DUs1doH2gFQr_R1jw9sdCwmTqopZm8WRyT2BCNBsCWg/viewform,2020-05-06T08:30:23-0400,NL,/events/cell-culture-food-making-it-european-reality-1,https://www.proteinreport.org/sites/default/files/2020-05/eag.png,https://www.proteinreport.org/sites/default/files/2020-05/cellculturetofood.jpg,Cell-Based,"Meat, Dairy, Seafood, Ingredients","Business, Sci-Tech",Europe,"Webinar on the European cellular agriculture scene.
Topic 1: The European Cellular Agriculture Scene: who are active now and where are we missing activity? with Alexander Holst
Topic 2: Consumer Attitude in Europe and how to frame the debate? with Nathalie Rolland","<p>Webinar on the European cellular agriculture scene.</p>
<p>Topic 1: The European Cellular Agriculture Scene: who are active now and where are we missing activity? with Alexander Holst</p>
<p>Topic 2: Consumer Attitude in Europe and how to frame the debate? with Nathalie Rolland</p>",2020-05-06,2020-05-06,True,,,6814,
"2020 Virtual Summit on AgTech",https://www.agtechsummit.org/,2020-05-05T14:15:00-0400,proteinreport,/events/2020-virtual-summit-agtech,https://www.proteinreport.org/sites/default/files/2020-05/z1bt0Tda_400x400.png,https://www.proteinreport.org/sites/default/files/2020-05/banner.png,"Cell-Based, Plant-Based, Algae, Fungi","Meat, Dairy, Eggs, Seafood, Ingredients, Technology &amp; Equipment","Business, Sci-Tech",International,"The Virtual Summit on AgTech is hosted by the Tuck Center for Private Equity and Venture Capital in collaboration with the Tuck Food &amp; Agriculture Club. This online conference focuses on current trends and issues in agriculture and technology.","<p>The Virtual Summit on AgTech is hosted by the Tuck Center for Private Equity and Venture Capital in collaboration with the Tuck Food &amp; Agriculture Club. This online conference focuses on current trends and issues in agriculture and technology.</p>
<p>The Tuck AgTech Summit aims to bring together some of the most important people and organizations pushing this space forward in order to accelerate the spread of knowledge, create new connections, and generate ideas. Now in its second year, the virtual conference will cover a wide range of cutting-edge topics with an impressive lineup of over 40 speakers from around the globe.</p>
<p>In contrast to other conferences and convenings, the Tuck AgTech Summit is designed to be accessible from anywhere in the world with a simple, low-cost registration.  Using the innovative <a href=""https://www.crowdcast.io/"">Crowdcast</a> platform, attendees join an interactive online environment.  Registration requires a small donation ($5 minimum).  All conference proceeds will be donated to two non-profit partners—Feeding America and the Young Farmers Coalition.</p>",2020-05-05,2020-05-07,True,,,6805,
"Cultured Meat Symposium 2020 Online",https://2020.cmsymp.com/,2020-04-30T06:14:52-0400,NL,/events/cultured-meat-symposium-2020-online,https://www.proteinreport.org/sites/default/files/2020-07/cms20_online_badge_black.png,https://www.proteinreport.org/sites/default/files/2020-04/banner_2.jpg,Cell-Based,"Meat, Seafood","Business, Policy, Sci-Tech","International, US &amp; Canada","CMS20 Online covers topics of regulation, automation, and scale for next-generation meat, poultry, and seafood production.
The Cultured Meat Symposium has been a forum that has been uniting the cell-based meat industry over the last three years. Join us for a series of Virtual Sessions to take place on Monday, October 19 through Wednesday, October 21st where we will cover topics related to the cell-cultured meat industry.","<p>CMS20 Online covers topics of regulation, automation, and scale for next-generation meat, poultry, and seafood production.</p>
<p>The Cultured Meat Symposium has been a forum that has been uniting the cell-based meat industry over the last three years. Join us for a series of Virtual Sessions to take place on Monday, October 19 through Wednesday, October 21st where we will cover topics related to the cell-cultured meat industry.</p>",2020-10-19,2020-10-21,True,,,6770,
"From Cell Culture to Food: Making it a European Reality #3",https://www.facebook.com/events/273039733861556/,2020-04-29T11:59:04-0400,NL,/events/cell-culture-food-making-it-european-reality-3,https://www.proteinreport.org/sites/default/files/2020-04/eal.png,https://www.proteinreport.org/sites/default/files/2020-04/banner_0.jpg,Cell-Based,"Meat, Dairy, Eggs, Seafood",Sci-Tech,Europe,"Academia and cellular agriculture
Topic 1: How to convert existing knowledge and infrastructure to cellular agriculture? with Tom Ben-Arye
Topic 2: How to get publishable research in cellular agriculture? with Mark Post","<p>Academia and cellular agriculture</p>
<p>Topic 1: How to convert existing knowledge and infrastructure to cellular agriculture? with Tom Ben-Arye</p>
<p>Topic 2: How to get publishable research in cellular agriculture? with Mark Post</p>",2020-05-20,2020-05-20,True,,,6758,
"Building the Plant-Based Dairy Revolution: Lessons from an Indian trailblazer",https://twitter.com/GoodFoodIndia/status/1255387208103723008,2020-04-29T11:49:05-0400,NL,/events/building-plant-based-dairy-revolution-lessons-indian-trailblazer,https://www.proteinreport.org/sites/default/files/2020-04/gfi%20india.png,https://www.proteinreport.org/sites/default/files/2020-04/banner.jpg,Plant-Based,Dairy,Business,International,"Globally, plant-based milk is the most developed plant-based food category. However in India, dairy is inherent to our socio-economic &amp; cultural history. Learn how to navigate this and build a plant-based dairy brand in our next webinar ft Abhay Rangan &amp; Spurti Ravi of GoodMylk.","<p>Globally, plant-based milk is the most developed plant-based food category. However in India, dairy is inherent to our socio-economic &amp; cultural history. Learn how to navigate this and build a plant-based dairy brand in our next webinar ft Abhay Rangan &amp; Spurti Ravi of GoodMylk.</p>",2020-05-12,2020-05-12,True,,,6757,
"Plant and cell-based seafood: A threat or opportunity?",https://register.gotowebinar.com/register/7306936870080661515,2020-04-28T08:03:30-0400,NL,/events/plant-and-cell-based-seafood-threat-or-opportunity,https://www.proteinreport.org/sites/default/files/2020-11/intrafish.png,https://www.proteinreport.org/sites/default/files/2020-04/may12.jpg,"Cell-Based, Plant-Based",Seafood,Business,International,"IntraFish Media will host its second Digital Event on May 12, exploring the fast-emerging trend of ""alternative seafood,"" and what it means for the seafood industry, investors, buyers and suppliers.
Alternative seafood -- items made of plants or fish tissue grown in labs -- is gaining traction among consumers, and the trend is reflective of significant changes in consumer eating patterns.","<p>IntraFish Media will host its second Digital Event on May 12, exploring the fast-emerging trend of ""alternative seafood,"" and what it means for the seafood industry, investors, buyers and suppliers.</p>
<p>Alternative seafood -- items made of plants or fish tissue grown in labs -- is gaining traction among consumers, and the trend is reflective of significant changes in consumer eating patterns.</p>
<p>The seafood industry, initially wary of alternative-seafood products, seem to be embracing the segment, with major groups like Bumble Bee and Frosta partnering with suppliers, or launching lines of their own.</p>
<p>Our dynamic group of speakers will discuss and debate how seafood companies, investors and buyers should view this emerging trend.</p>
<p><strong>Panelists include:</strong></p>
<ul>
<li>Joost Matthijssen, Investment Director, Nutreco</li>
<li>Roger O'Brien, President &amp; CEO, Santa Monica Seafood</li>
<li>Lou Cooperhouse, President &amp; CEO, BlueNalu, Inc.</li>
<li>Chad Sarno, Co-Founder &amp; Senior VP Culinary, Gathered Foods /Good Catch Foods</li>
</ul>",2020-05-12,2020-05-12,True,,,6747,
"Using Microbial Technologies to Revolutionize our Food System",https://www.crowdcast.io/e/FutureFoodTech-Microbial-Technologies/register,2020-04-22T07:00:47-0400,proteinreport,/events/using-microbial-technologies-revolutionize-our-food-system,https://www.proteinreport.org/sites/default/files/2020-04/Future-Food-Tech-logo-final-05.jpg,https://www.proteinreport.org/sites/default/files/2020-04/event-cover-2544.png,"Cell-Based, Plant-Based, Algae, Fungi","Meat, Dairy, Eggs, Seafood, Ingredients","Business, Sci-Tech",International,"Date: April 28, 2020
Time: 8-9am Pacific US Time
Ranjani Varadan, VP R&amp;D, IMPOSSIBLE FOODS
Arvind Gupta, Founder, INDIEBIO
Ryan Rakestraw, Director, TEMASEK","<p><strong>Date: </strong>April 28, 2020<br />
<strong>Time:</strong> 8-9am Pacific US Time</p>
<p><strong>Ranjani Varadan,</strong> <em>VP R&amp;D, </em><strong>IMPOSSIBLE FOODS</strong><br />
<strong>Arvind Gupta</strong>, <em>Founder,</em> <strong>INDIEBIO</strong><br />
<strong>Ryan Rakestraw</strong>, <em>Director</em>, <strong>TEMASEK</strong></p>
<p>Join an interactive webinar that deep dives into new microbial technologies and aims to explore how these processes can make the food system more sustainable and stable – helping us combat global food issues resulting from situations like Covid-19.</p>",2020-04-28,2020-04-28,True,,,6711,
"Cornell Future Food Summit",https://www.cornellfuturefoodsummit.com/,2020-02-12T11:32:16-0500,proteinreport,/events/cornell-future-food-summit,https://www.proteinreport.org/sites/default/files/2020-02/Cornell%20Future%20Food%20Summit%202020%20logo.png,,Plant-Based,,"Environment, Health",,"The Cornell Future Food Summit aims to empower and connect food fighters to build a sustainable, innovative, and collaborative food system.","<p>The Cornell Future Food Summit aims to empower and connect food fighters to build a sustainable, innovative, and collaborative food system.</p>",2020-04-10,2020-04-11,,"United States",Ithaca,6129,"Cornell Future Food Summit 2020 logo"
"12th International Conference on Life Cycle Assessment of Food",https://lcafood2020.com/,2020-02-01T02:34:23-0500,proteinreport,/events/12th-international-conference-life-cycle-assessment-food,https://www.proteinreport.org/sites/default/files/2020-02/lca-food-2020-sticky.png,https://www.proteinreport.org/sites/default/files/2020-07/banner.jpg,"Cell-Based, Plant-Based, Animal",,Environment,International,"The International Conference on Life Cycle Assessment of Food is the leading conference series on sustainability of food systems worldwide. Every second year it unites 400+ scholars and practitioners from 40+ countries working in academia, industry, and public institutions.","<p>The International Conference on Life Cycle Assessment of Food is the leading conference series on sustainability of food systems worldwide. Every second year it unites 400+ scholars and practitioners from 40+ countries working in academia, industry, and public institutions.</p>",2020-10-13,2020-10-16,True,Germany,Berlin,6027,
"Next Generation Plant Protein",https://www.plantprotein-event.com/,2020-01-25T11:34:49-0500,proteinreport,/events/next-generation-plant-protein,https://www.proteinreport.org/sites/default/files/2020-11/foodnavigator-com-logo-vector.png,,Plant-Based,Ingredients,"Business, Sci-Tech",,"As technical developments continue apace, what does the future hold for innovation in alternative proteins? Join FoodNavigator and an expert panel to find out in this free online event.","<p>As technical developments continue apace, what does the future hold for innovation in alternative proteins? Join FoodNavigator and an expert panel to find out in this free online event.</p>",2020-02-19,2020-02-19,True,,,5926,
"The NIZO Plant Protein Functionality Conference",http://www.nizoplantproteinconference.com/,2020-01-20T15:47:18-0500,proteinreport,/events/nizo-plant-protein-functionality-conference,https://www.proteinreport.org/sites/default/files/2020-11/nizo-logo.png,https://www.proteinreport.org/sites/default/files/2020-08/CFP-NIZO-1200x628-1.jpg,Plant-Based,Ingredients,"Environment, Sci-Tech",International,"With almost 10 billion people to feed by 2050, we must evolve the way we produce and consume food. NIZO and Elsevier are committed to supporting research for better food and health, tackling the challenge of developing plant-based ingredients and foods to feed the world in a more sustainable way. The conference will focus on plant-based proteins across different biological origins, bringing together researchers in this field to share and learn with peers from around the globe.
The focus of this scientific conference will be on the following aspects of plant protein functionality:","<p>With almost 10 billion people to feed by 2050, we must evolve the way we produce and consume food. NIZO and Elsevier are committed to supporting research for better food and health, tackling the challenge of developing plant-based ingredients and foods to feed the world in a more sustainable way. The conference will focus on plant-based proteins across different biological origins, bringing together researchers in this field to share and learn with peers from around the globe.</p>
<p>The focus of this scientific conference will be on the following aspects of plant protein functionality:</p>
<ul>
<li>Plant protein ingredient manufacture</li>
<li>Process-product interactions affecting plant protein functionality</li>
<li>Fermentation to improve the quality of plant protein ingredients and products.</li>
<li>Protein structure, stability and interactions within food products</li>
<li>Influence of plant protein ingredients in food product structure and stability</li>
<li>Nutrition and digestion of plant proteins</li>
<li>Sustainability along the chain of plant protein ingredients and application in foods</li>
</ul>",2020-10-21,2020-10-22,True,,,1410,
"Future Food Asia 2020",https://futurefoodasia.com/ffa2020/,2020-01-20T05:09:02-0500,proteinreport,/events/future-food-asia-2020,https://www.proteinreport.org/sites/default/files/2020-01/Future%20Food%20Asia%202020.PNG,https://www.proteinreport.org/sites/default/files/2020-03/ffa.jpg,"Cell-Based, Plant-Based","Meat, Dairy, Eggs, Seafood, Ingredients",Business,Asia,"The Future Food Asia 2020 (FFA 2020) conference will help discover out just how ‘cool’ food is, separating the fad from the future. FFA2020 will continue the endeavor of advancing entrepreneurship and innovation in the AgriFoodTech sector in Asia Pacific. A unique feature this year will be the Plant Protein Innovation Award provided by Bühler Group and Givaudan. The two champions of the FoodTech revolution will also co-host a Plant Protein Masterclass to provide critical insight to entrepreneurs in the domain on the secrets of scaling plant-based food formulations and manufacturing.","<p>The Future Food Asia 2020 (FFA 2020) conference will help discover out just how ‘cool’ food is, separating the fad from the future. FFA2020 will continue the endeavor of advancing entrepreneurship and innovation in the AgriFoodTech sector in Asia Pacific. A unique feature this year will be the Plant Protein Innovation Award provided by Bühler Group and Givaudan. The two champions of the FoodTech revolution will also co-host a Plant Protein Masterclass to provide critical insight to entrepreneurs in the domain on the secrets of scaling plant-based food formulations and manufacturing.</p>",2020-09-21,2020-09-25,True,,,1399,
